Fecha,Estrategia,Rendimiento,Riesgo
2008-04-30,Fixed Income Arbitrage,1.87,Bajo
2008-04-30,Global Macro,0.78,Alto
2008-04-30,Long/Short Equity,2.23,Medio
2008-04-30,Merger Arbitrage,1.49,Medio
2008-04-30,Relative Value,1.3,Bajo
2008-04-30,Short Selling,-4.61,Alto
2008-04-30,Funds Of Funds,0.97,Medio
2008-05-31,Convertible Arbitrage,1.07,Medio
2008-05-31,CTA Global,1.62,Alto
2008-05-31,Distressed Securities,1.37,Alto
2008-05-31,Emerging Markets,1.63,Alto
2008-05-31,Equity Market Neutral,1.26,Bajo
2008-05-31,Event Driven,1.76,Medio
2008-05-31,Fixed Income Arbitrage,1.03,Bajo
2008-05-31,Global Macro,1.14,Alto
2008-05-31,Long/Short Equity,2.27,Medio
2008-05-31,Merger Arbitrage,1.36,Medio
2008-05-31,Relative Value,1.59,Bajo
2008-05-31,Short Selling,-1.42,Alto
2008-05-31,Funds Of Funds,1.72,Medio
2008-06-30,Convertible Arbitrage,-0.81,Medio
2008-06-30,CTA Global,3.3,Alto
2008-06-30,Distressed Securities,-0.31,Alto
2008-06-30,Emerging Markets,-2.74,Alto
2008-06-30,Equity Market Neutral,1.56,Bajo
2008-06-30,Event Driven,-1.13,Medio
2008-06-30,Fixed Income Arbitrage,-0.27,Bajo
2008-06-30,Global Macro,0.3,Alto
2008-06-30,Long/Short Equity,-1.64,Medio
2008-06-30,Merger Arbitrage,-1.09,Medio
2008-06-30,Relative Value,-0.84,Bajo
2008-06-30,Short Selling,7.51,Alto
2008-06-30,Funds Of Funds,-0.68,Medio
2008-07-31,Convertible Arbitrage,-1.88,Medio
2008-07-31,CTA Global,-3.33,Alto
2008-07-31,Distressed Securities,-1.82,Alto
2008-07-31,Emerging Markets,-3.3,Alto
2008-07-31,Equity Market Neutral,-1,Bajo
2008-07-31,Event Driven,-1.66,Medio
2008-07-31,Fixed Income Arbitrage,-0.23,Bajo
2008-07-31,Global Macro,-2.13,Alto
2008-07-31,Long/Short Equity,-2.61,Medio
2008-07-31,Merger Arbitrage,0.11,Medio
2008-07-31,Relative Value,-1.25,Bajo
2008-07-31,Short Selling,0.72,Alto
2008-07-31,Funds Of Funds,-2.64,Medio
2008-08-31,Convertible Arbitrage,-0.66,Medio
2008-08-31,CTA Global,-1.14,Alto
2008-08-31,Distressed Securities,-0.72,Alto
2008-08-31,Emerging Markets,-3.36,Alto
2008-08-31,Equity Market Neutral,-1.35,Bajo
2008-08-31,Event Driven,-0.25,Medio
2008-08-31,Fixed Income Arbitrage,-0.03,Bajo
2008-08-31,Global Macro,-1.33,Alto
2008-08-31,Long/Short Equity,-1.46,Medio
2008-08-31,Merger Arbitrage,0.51,Medio
2008-08-31,Relative Value,-0.23,Bajo
2008-08-31,Short Selling,-2.15,Alto
2008-08-31,Funds Of Funds,-1.56,Medio
2008-09-30,Convertible Arbitrage,-10.27,Medio
2008-09-30,CTA Global,0.1,Alto
2008-09-30,Distressed Securities,-5.18,Alto
2008-09-30,Emerging Markets,-9.82,Alto
2008-09-30,Equity Market Neutral,-2.85,Bajo
2008-09-30,Event Driven,-6.27,Medio
2008-09-30,Fixed Income Arbitrage,-5.06,Bajo
2008-09-30,Global Macro,-3.13,Alto
2008-09-30,Long/Short Equity,-6.75,Medio
2008-09-30,Merger Arbitrage,-2.76,Medio
2008-09-30,Relative Value,-5.38,Bajo
2008-09-30,Short Selling,3.78,Alto
2008-09-30,Funds Of Funds,-6.18,Medio
2008-10-31,Convertible Arbitrage,-12.37,Medio
2008-10-31,CTA Global,3.45,Alto
2008-10-31,Distressed Securities,-7.75,Alto
2008-10-31,Emerging Markets,-13.31,Alto
2008-10-31,Equity Market Neutral,-0.44,Bajo
2008-10-31,Event Driven,-6.25,Medio
2008-10-31,Fixed Income Arbitrage,-8.67,Bajo
2008-10-31,Global Macro,-1.57,Alto
2008-10-31,Long/Short Equity,-6.29,Medio
2008-10-31,Merger Arbitrage,-2.45,Medio
2008-10-31,Relative Value,-6.92,Bajo
2008-10-31,Short Selling,11.7,Alto
2008-10-31,Funds Of Funds,-6,Medio
2008-11-30,Convertible Arbitrage,-2.76,Medio
2008-11-30,CTA Global,2.14,Alto
2008-11-30,Distressed Securities,-4.35,Alto
2008-11-30,Emerging Markets,-3.91,Alto
2008-11-30,Equity Market Neutral,-5.87,Bajo
2008-11-30,Event Driven,-3.01,Medio
2008-11-30,Fixed Income Arbitrage,-3.08,Bajo
2008-11-30,Global Macro,0.33,Alto
2008-11-30,Long/Short Equity,-1.88,Medio
2008-11-30,Merger Arbitrage,0.06,Medio
2008-11-30,Relative Value,-2.09,Bajo
2008-11-30,Short Selling,4.28,Alto
2008-11-30,Funds Of Funds,-1.92,Medio
2008-12-31,Convertible Arbitrage,1.77,Medio
2008-12-31,CTA Global,1.4,Alto
2008-12-31,Distressed Securities,-1.97,Alto
2008-12-31,Emerging Markets,-0.1,Alto
2008-12-31,Equity Market Neutral,0.05,Bajo
2008-12-31,Event Driven,-0.71,Medio
2008-12-31,Fixed Income Arbitrage,-0.35,Bajo
2008-12-31,Global Macro,1.18,Alto
2008-12-31,Long/Short Equity,0.81,Medio
2008-12-31,Merger Arbitrage,1.62,Medio
2008-12-31,Relative Value,0.31,Bajo
2008-12-31,Short Selling,-1.46,Alto
2008-12-31,Funds Of Funds,-1.19,Medio
2009-01-31,Convertible Arbitrage,4.91,Medio
2009-01-31,CTA Global,-0.16,Alto
2009-01-31,Distressed Securities,0.82,Alto
2009-01-31,Emerging Markets,-1.12,Alto
2009-01-31,Equity Market Neutral,0.79,Bajo
2009-01-31,Event Driven,1.32,Medio
2009-01-31,Fixed Income Arbitrage,1.12,Bajo
2009-01-31,Global Macro,0.29,Alto
2009-01-31,Long/Short Equity,-0.17,Medio
2009-01-31,Merger Arbitrage,0.56,Medio
2009-01-31,Relative Value,1,Bajo
2009-01-31,Short Selling,2.82,Alto
2009-01-31,Funds Of Funds,0.6,Medio
2009-02-28,Convertible Arbitrage,1.64,Medio
2009-02-28,CTA Global,-0.31,Alto
2009-02-28,Distressed Securities,-1.22,Alto
2009-02-28,Emerging Markets,-1.33,Alto
2009-02-28,Equity Market Neutral,-0.46,Bajo
2009-02-28,Event Driven,-0.91,Medio
2009-02-28,Fixed Income Arbitrage,0.65,Bajo
2009-02-28,Global Macro,-0.55,Alto
2009-02-28,Long/Short Equity,-1.61,Medio
2009-02-28,Merger Arbitrage,0.06,Medio
2009-02-28,Relative Value,-0.16,Bajo
2009-02-28,Short Selling,3.28,Alto
2009-02-28,Funds Of Funds,-0.37,Medio
2009-03-31,Convertible Arbitrage,2.35,Medio
2009-03-31,CTA Global,-1.8,Alto
2009-03-31,Distressed Securities,0.22,Alto
2009-03-31,Emerging Markets,3.5,Alto
2009-03-31,Equity Market Neutral,0.21,Bajo
2009-03-31,Event Driven,1.17,Medio
2009-03-31,Fixed Income Arbitrage,0.57,Bajo
2009-03-31,Global Macro,0.48,Alto
2009-03-31,Long/Short Equity,1.88,Medio
2009-03-31,Merger Arbitrage,1.25,Medio
2009-03-31,Relative Value,1,Bajo
2009-03-31,Short Selling,-4.62,Alto
2009-03-31,Funds Of Funds,0.08,Medio
2009-04-30,Convertible Arbitrage,5,Medio
2009-04-30,CTA Global,-1.4,Alto
2009-04-30,Distressed Securities,3.87,Alto
2009-04-30,Emerging Markets,6.63,Alto
2009-04-30,Equity Market Neutral,-0.12,Bajo
2009-04-30,Event Driven,3.37,Medio
2009-04-30,Fixed Income Arbitrage,2.21,Bajo
2009-04-30,Global Macro,1.27,Alto
2009-04-30,Long/Short Equity,3.75,Medio
2009-04-30,Merger Arbitrage,0.81,Medio
2009-04-30,Relative Value,3.42,Bajo
2009-04-30,Short Selling,-8.2,Alto
2009-04-30,Funds Of Funds,0.92,Medio
2009-05-31,Convertible Arbitrage,5.78,Medio
2009-05-31,CTA Global,2.13,Alto
2009-05-31,Distressed Securities,5.04,Alto
2009-05-31,Emerging Markets,8.84,Alto
2009-05-31,Equity Market Neutral,1.46,Bajo
2009-05-31,Event Driven,4.42,Medio
2009-05-31,Fixed Income Arbitrage,3.65,Bajo
2009-05-31,Global Macro,3.48,Alto
2009-05-31,Long/Short Equity,5.16,Medio
2009-05-31,Merger Arbitrage,1.07,Medio
2009-05-31,Relative Value,3.92,Bajo
2009-05-31,Short Selling,0.08,Alto
2009-05-31,Funds Of Funds,3.12,Medio
2009-06-30,Convertible Arbitrage,2.41,Medio
2009-06-30,CTA Global,-1.47,Alto
2009-06-30,Distressed Securities,1.98,Alto
2009-06-30,Emerging Markets,0.13,Alto
2009-06-30,Equity Market Neutral,0.36,Bajo
2009-06-30,Event Driven,1.23,Medio
2009-06-30,Fixed Income Arbitrage,1.26,Bajo
2009-06-30,Global Macro,-0.76,Alto
2009-06-30,Long/Short Equity,0.09,Medio
2009-06-30,Merger Arbitrage,1.04,Medio
2009-06-30,Relative Value,1.01,Bajo
2009-06-30,Short Selling,-0.94,Alto
2009-06-30,Funds Of Funds,0.24,Medio
2009-07-31,Convertible Arbitrage,6.11,Medio
2009-07-31,CTA Global,-0.12,Alto
2009-07-31,Distressed Securities,3.11,Alto
2009-07-31,Emerging Markets,4.51,Alto
2009-07-31,Equity Market Neutral,0.42,Bajo
2009-07-31,Event Driven,2.91,Medio
2009-07-31,Fixed Income Arbitrage,3.22,Bajo
2009-07-31,Global Macro,1.66,Alto
2009-07-31,Long/Short Equity,2.77,Medio
2009-07-31,Merger Arbitrage,0.68,Medio
2009-07-31,Relative Value,2.6,Bajo
2009-07-31,Short Selling,-5.96,Alto
2009-07-31,Funds Of Funds,1.53,Medio
2009-08-31,Convertible Arbitrage,3.15,Medio
2009-08-31,CTA Global,0.54,Alto
2009-08-31,Distressed Securities,2.44,Alto
2009-08-31,Emerging Markets,1.66,Alto
2009-08-31,Equity Market Neutral,0.7,Bajo
2009-08-31,Event Driven,2.07,Medio
2009-08-31,Fixed Income Arbitrage,2.02,Bajo
2009-08-31,Global Macro,0.5,Alto
2009-08-31,Long/Short Equity,1.57,Medio
2009-08-31,Merger Arbitrage,1.02,Medio
2009-08-31,Relative Value,1.62,Bajo
2009-08-31,Short Selling,-1.65,Alto
2009-08-31,Funds Of Funds,1.13,Medio
2009-09-30,Convertible Arbitrage,3.68,Medio
2009-09-30,CTA Global,1.51,Alto
2009-09-30,Distressed Securities,4.1,Alto
2009-09-30,Emerging Markets,5.36,Alto
2009-09-30,Equity Market Neutral,0.85,Bajo
2009-09-30,Event Driven,3.36,Medio
2009-09-30,Fixed Income Arbitrage,3.25,Bajo
2009-09-30,Global Macro,2.31,Alto
2009-09-30,Long/Short Equity,2.85,Medio
2009-09-30,Merger Arbitrage,1.1,Medio
2009-09-30,Relative Value,2.2,Bajo
2009-09-30,Short Selling,-3.94,Alto
2009-09-30,Funds Of Funds,1.71,Medio
2009-10-31,Convertible Arbitrage,1.19,Medio
2009-10-31,CTA Global,-1.47,Alto
2009-10-31,Distressed Securities,1.39,Alto
2009-10-31,Emerging Markets,1.08,Alto
2009-10-31,Equity Market Neutral,-0.05,Bajo
2009-10-31,Event Driven,0.43,Medio
2009-10-31,Fixed Income Arbitrage,1.85,Bajo
2009-10-31,Global Macro,-0.04,Alto
2009-10-31,Long/Short Equity,-0.86,Medio
2009-10-31,Merger Arbitrage,0.26,Medio
2009-10-31,Relative Value,0.32,Bajo
2009-10-31,Short Selling,3.14,Alto
2009-10-31,Funds Of Funds,-0.21,Medio
2009-11-30,Convertible Arbitrage,0.8,Medio
2009-11-30,CTA Global,3.32,Alto
2009-11-30,Distressed Securities,2.02,Alto
2009-11-30,Emerging Markets,1.51,Alto
2009-11-30,Equity Market Neutral,0.09,Bajo
2009-11-30,Event Driven,1.52,Medio
2009-11-30,Fixed Income Arbitrage,0.96,Bajo
2009-11-30,Global Macro,1.65,Alto
2009-11-30,Long/Short Equity,1.3,Medio
2009-11-30,Merger Arbitrage,0.68,Medio
2009-11-30,Relative Value,0.89,Bajo
2009-11-30,Short Selling,-2.27,Alto
2009-11-30,Funds Of Funds,0.82,Medio
2009-12-31,Convertible Arbitrage,2.15,Medio
2009-12-31,CTA Global,-2.53,Alto
2009-12-31,Distressed Securities,3.24,Alto
2009-12-31,Emerging Markets,2.29,Alto
2009-12-31,Equity Market Neutral,0.72,Bajo
2009-12-31,Event Driven,2.35,Medio
2009-12-31,Fixed Income Arbitrage,1.41,Bajo
2009-12-31,Global Macro,-0.28,Alto
2009-12-31,Long/Short Equity,1.86,Medio
2009-12-31,Merger Arbitrage,1.02,Medio
2009-12-31,Relative Value,1.61,Bajo
2009-12-31,Short Selling,-3.73,Alto
2009-12-31,Funds Of Funds,0.66,Medio
2010-01-31,Convertible Arbitrage,0.53,Medio
2010-01-31,CTA Global,-2.78,Alto
2010-01-31,Distressed Securities,1.87,Alto
2010-01-31,Emerging Markets,-0.78,Alto
2010-01-31,Equity Market Neutral,0.28,Bajo
2010-01-31,Event Driven,0.77,Medio
2010-01-31,Fixed Income Arbitrage,1.72,Bajo
2010-01-31,Global Macro,-0.84,Alto
2010-01-31,Long/Short Equity,-0.95,Medio
2010-01-31,Merger Arbitrage,0.48,Medio
2010-01-31,Relative Value,0.6,Bajo
2010-01-31,Short Selling,1.83,Alto
2010-01-31,Funds Of Funds,-0.36,Medio
2010-02-28,Convertible Arbitrage,0.36,Medio
2010-02-28,CTA Global,0.9,Alto
2010-02-28,Distressed Securities,0.31,Alto
2010-02-28,Emerging Markets,-0.19,Alto
2010-02-28,Equity Market Neutral,0.5,Bajo
2010-02-28,Event Driven,0.76,Medio
2010-02-28,Fixed Income Arbitrage,0.23,Bajo
2010-02-28,Global Macro,0.47,Alto
2010-02-28,Long/Short Equity,0.84,Medio
2010-02-28,Merger Arbitrage,0.57,Medio
2010-02-28,Relative Value,0.57,Bajo
2010-02-28,Short Selling,-2.61,Alto
2010-02-28,Funds Of Funds,0.13,Medio
2010-03-31,Convertible Arbitrage,2.29,Medio
2010-03-31,CTA Global,2.75,Alto
2010-03-31,Distressed Securities,3.36,Alto
2010-03-31,Emerging Markets,4.21,Alto
2010-03-31,Equity Market Neutral,0.77,Bajo
2010-03-31,Event Driven,2.73,Medio
2010-03-31,Fixed Income Arbitrage,1.36,Bajo
2010-03-31,Global Macro,1.71,Alto
2010-03-31,Long/Short Equity,2.87,Medio
2010-03-31,Merger Arbitrage,1.09,Medio
2010-03-31,Relative Value,1.79,Bajo
2010-03-31,Short Selling,-4.96,Alto
2010-03-31,Funds Of Funds,1.71,Medio
2010-04-30,Convertible Arbitrage,1.99,Medio
2010-04-30,CTA Global,1,Alto
2010-04-30,Distressed Securities,2.51,Alto
2010-04-30,Emerging Markets,1.33,Alto
2010-04-30,Equity Market Neutral,0.18,Bajo
2010-04-30,Event Driven,1.64,Medio
2010-04-30,Fixed Income Arbitrage,1.13,Bajo
2010-04-30,Global Macro,0.76,Alto
2010-04-30,Long/Short Equity,1,Medio
2010-04-30,Merger Arbitrage,0.38,Medio
2010-04-30,Relative Value,1.22,Bajo
2010-04-30,Short Selling,-2.87,Alto
2010-04-30,Funds Of Funds,0.85,Medio
2010-05-31,Convertible Arbitrage,-2.44,Medio
2010-05-31,CTA Global,-2.48,Alto
2010-05-31,Distressed Securities,-2.5,Alto
2010-05-31,Emerging Markets,-4.8,Alto
2010-05-31,Equity Market Neutral,-0.5,Bajo
2010-05-31,Event Driven,-2.57,Medio
2010-05-31,Fixed Income Arbitrage,-1.02,Bajo
2010-05-31,Global Macro,-1.28,Alto
2010-05-31,Long/Short Equity,-3.71,Medio
2010-05-31,Merger Arbitrage,-1.15,Medio
2010-05-31,Relative Value,-1.86,Bajo
2010-05-31,Short Selling,4.45,Alto
2010-05-31,Funds Of Funds,-2.72,Medio
2010-06-30,Convertible Arbitrage,0.17,Medio
2010-06-30,CTA Global,0.11,Alto
2010-06-30,Distressed Securities,-1.05,Alto
2010-06-30,Emerging Markets,-0.39,Alto
2010-06-30,Equity Market Neutral,-0.45,Bajo
2010-06-30,Event Driven,-1.06,Medio
2010-06-30,Fixed Income Arbitrage,0.78,Bajo
2010-06-30,Global Macro,-0.23,Alto
2010-06-30,Long/Short Equity,-1.61,Medio
2010-06-30,Merger Arbitrage,0.23,Medio
2010-06-30,Relative Value,-0.34,Bajo
2010-06-30,Short Selling,4.19,Alto
2010-06-30,Funds Of Funds,-0.79,Medio
2010-07-31,Convertible Arbitrage,2.27,Medio
2010-07-31,CTA Global,-0.8,Alto
2010-07-31,Distressed Securities,1.43,Alto
2010-07-31,Emerging Markets,2.96,Alto
2010-07-31,Equity Market Neutral,0.9,Bajo
2010-07-31,Event Driven,1.7,Medio
2010-07-31,Fixed Income Arbitrage,1,Bajo
2010-07-31,Global Macro,0.33,Alto
2010-07-31,Long/Short Equity,1.91,Medio
2010-07-31,Merger Arbitrage,1.27,Medio
2010-07-31,Relative Value,1.74,Bajo
2010-07-31,Short Selling,-4.26,Alto
2010-07-31,Funds Of Funds,0.69,Medio
2010-08-31,Convertible Arbitrage,1.21,Medio
2010-08-31,CTA Global,3.1,Alto
2010-08-31,Distressed Securities,-0.49,Alto
2010-08-31,Emerging Markets,0.28,Alto
2010-08-31,Equity Market Neutral,-0.44,Bajo
2010-08-31,Event Driven,-0.32,Medio
2010-08-31,Fixed Income Arbitrage,0.88,Bajo
2010-08-31,Global Macro,1.08,Alto
2010-08-31,Long/Short Equity,-0.96,Medio
2010-08-31,Merger Arbitrage,0.7,Medio
2010-08-31,Relative Value,0.31,Bajo
2010-08-31,Short Selling,3.89,Alto
2010-08-31,Funds Of Funds,0.06,Medio
2010-09-30,Convertible Arbitrage,1.89,Medio
2010-09-30,CTA Global,2.67,Alto
2010-09-30,Distressed Securities,2.17,Alto
2010-09-30,Emerging Markets,4.29,Alto
2010-09-30,Equity Market Neutral,1.6,Bajo
2010-09-30,Event Driven,2.72,Medio
2010-09-30,Fixed Income Arbitrage,1.32,Bajo
2010-09-30,Global Macro,2.63,Alto
2010-09-30,Long/Short Equity,4.08,Medio
2010-09-30,Merger Arbitrage,1.34,Medio
2010-09-30,Relative Value,2.15,Bajo
2010-09-30,Short Selling,-8.26,Alto
2010-09-30,Funds Of Funds,2.19,Medio
2010-10-31,Convertible Arbitrage,2.14,Medio
2010-10-31,CTA Global,3.11,Alto
2010-10-31,Distressed Securities,2.06,Alto
2010-10-31,Emerging Markets,2.32,Alto
2010-10-31,Equity Market Neutral,1.05,Bajo
2010-10-31,Event Driven,1.87,Medio
2010-10-31,Fixed Income Arbitrage,1.07,Bajo
2010-10-31,Global Macro,1.59,Alto
2010-10-31,Long/Short Equity,2.08,Medio
2010-10-31,Merger Arbitrage,0.47,Medio
2010-10-31,Relative Value,1.49,Bajo
2010-10-31,Short Selling,-1.79,Alto
2010-10-31,Funds Of Funds,1.48,Medio
2010-11-30,Convertible Arbitrage,-0.12,Medio
2010-11-30,CTA Global,-2.24,Alto
2010-11-30,Distressed Securities,0.65,Alto
2010-11-30,Emerging Markets,-0.49,Alto
2010-11-30,Equity Market Neutral,0.44,Bajo
2010-11-30,Event Driven,0.28,Medio
2010-11-30,Fixed Income Arbitrage,0.56,Bajo
2010-11-30,Global Macro,-0.47,Alto
2010-11-30,Long/Short Equity,0.66,Medio
2010-11-30,Merger Arbitrage,-0.25,Medio
2010-11-30,Relative Value,0.37,Bajo
2010-11-30,Short Selling,-1.62,Alto
2010-11-30,Funds Of Funds,-0.09,Medio
2010-12-31,Convertible Arbitrage,1.45,Medio
2010-12-31,CTA Global,4.36,Alto
2010-12-31,Distressed Securities,3.11,Alto
2010-12-31,Emerging Markets,2.26,Alto
2010-12-31,Equity Market Neutral,0.94,Bajo
2010-12-31,Event Driven,2.6,Medio
2010-12-31,Fixed Income Arbitrage,0.55,Bajo
2010-12-31,Global Macro,2.5,Alto
2010-12-31,Long/Short Equity,3.42,Medio
2010-12-31,Merger Arbitrage,1.16,Medio
2010-12-31,Relative Value,1.57,Bajo
2010-12-31,Short Selling,-5.07,Alto
2010-12-31,Funds Of Funds,2.05,Medio
2011-01-31,Convertible Arbitrage,1.81,Medio
2011-01-31,CTA Global,-0.63,Alto
2011-01-31,Distressed Securities,1.73,Alto
2011-01-31,Emerging Markets,-0.65,Alto
2011-01-31,Equity Market Neutral,0.56,Bajo
2011-01-31,Event Driven,1.41,Medio
2011-01-31,Fixed Income Arbitrage,1.81,Bajo
2011-01-31,Global Macro,-0.55,Alto
2011-01-31,Long/Short Equity,0.52,Medio
2011-01-31,Merger Arbitrage,0.93,Medio
2011-01-31,Relative Value,0.97,Bajo
2011-01-31,Short Selling,-0.76,Alto
2011-01-31,Funds Of Funds,0.13,Medio
2011-02-28,Convertible Arbitrage,1.62,Medio
2011-02-28,CTA Global,1.77,Alto
2011-02-28,Distressed Securities,1.44,Alto
2011-02-28,Emerging Markets,0.11,Alto
2011-02-28,Equity Market Neutral,0.59,Bajo
2011-02-28,Event Driven,1.29,Medio
2011-02-28,Fixed Income Arbitrage,1.03,Bajo
2011-02-28,Global Macro,0.95,Alto
2011-02-28,Long/Short Equity,1.39,Medio
2011-02-28,Merger Arbitrage,0.62,Medio
2011-02-28,Relative Value,1.12,Bajo
2011-02-28,Short Selling,-3.14,Alto
2011-02-28,Funds Of Funds,0.83,Medio
2011-03-31,Convertible Arbitrage,0.38,Medio
2011-03-31,CTA Global,-1.64,Alto
2011-03-31,Distressed Securities,0.43,Alto
2011-03-31,Emerging Markets,1.54,Alto
2011-03-31,Equity Market Neutral,0.8,Bajo
2011-03-31,Event Driven,0.2,Medio
2011-03-31,Fixed Income Arbitrage,0.22,Bajo
2011-03-31,Global Macro,-0.28,Alto
2011-03-31,Long/Short Equity,0.21,Medio
2011-03-31,Merger Arbitrage,0.31,Medio
2011-03-31,Relative Value,0.34,Bajo
2011-03-31,Short Selling,-1.7,Alto
2011-03-31,Funds Of Funds,-0.18,Medio
2011-04-30,Convertible Arbitrage,0.2,Medio
2011-04-30,CTA Global,3.67,Alto
2011-04-30,Distressed Securities,1.29,Alto
2011-04-30,Emerging Markets,1.4,Alto
2011-04-30,Equity Market Neutral,1.05,Bajo
2011-04-30,Event Driven,1.14,Medio
2011-04-30,Fixed Income Arbitrage,0.97,Bajo
2011-04-30,Global Macro,2.11,Alto
2011-04-30,Long/Short Equity,1.39,Medio
2011-04-30,Merger Arbitrage,0.89,Medio
2011-04-30,Relative Value,0.72,Bajo
2011-04-30,Short Selling,-1.97,Alto
2011-04-30,Funds Of Funds,1.14,Medio
2011-05-31,Convertible Arbitrage,-0.17,Medio
2011-05-31,CTA Global,-3.39,Alto
2011-05-31,Distressed Securities,-0.14,Alto
2011-05-31,Emerging Markets,-1.91,Alto
2011-05-31,Equity Market Neutral,-0.37,Bajo
2011-05-31,Event Driven,-0.52,Medio
2011-05-31,Fixed Income Arbitrage,0.33,Bajo
2011-05-31,Global Macro,-1.5,Alto
2011-05-31,Long/Short Equity,-1.08,Medio
2011-05-31,Merger Arbitrage,-0.11,Medio
2011-05-31,Relative Value,-0.05,Bajo
2011-05-31,Short Selling,1.34,Alto
2011-05-31,Funds Of Funds,-1.16,Medio
2011-06-30,Convertible Arbitrage,-0.91,Medio
2011-06-30,CTA Global,-2.39,Alto
2011-06-30,Distressed Securities,-0.68,Alto
2011-06-30,Emerging Markets,-1,Alto
2011-06-30,Equity Market Neutral,-0.14,Bajo
2011-06-30,Event Driven,-1.38,Medio
2011-06-30,Fixed Income Arbitrage,-0.1,Bajo
2011-06-30,Global Macro,-1.3,Alto
2011-06-30,Long/Short Equity,-1.17,Medio
2011-06-30,Merger Arbitrage,-0.14,Medio
2011-06-30,Relative Value,-0.56,Bajo
2011-06-30,Short Selling,2.7,Alto
2011-06-30,Funds Of Funds,-1.38,Medio
2011-07-31,Convertible Arbitrage,-0.33,Medio
2011-07-31,CTA Global,2.58,Alto
2011-07-31,Distressed Securities,-0.15,Alto
2011-07-31,Emerging Markets,0.77,Alto
2011-07-31,Equity Market Neutral,-0.03,Bajo
2011-07-31,Event Driven,-0.3,Medio
2011-07-31,Fixed Income Arbitrage,0.18,Bajo
2011-07-31,Global Macro,1.29,Alto
2011-07-31,Long/Short Equity,-0.3,Medio
2011-07-31,Merger Arbitrage,-0.49,Medio
2011-07-31,Relative Value,-0.06,Bajo
2011-07-31,Short Selling,1.99,Alto
2011-07-31,Funds Of Funds,0.34,Medio
2011-08-31,Convertible Arbitrage,-1.95,Medio
2011-08-31,CTA Global,0.07,Alto
2011-08-31,Distressed Securities,-4.02,Alto
2011-08-31,Emerging Markets,-3.9,Alto
2011-08-31,Equity Market Neutral,-1.61,Bajo
2011-08-31,Event Driven,-4.01,Medio
2011-08-31,Fixed Income Arbitrage,-0.85,Bajo
2011-08-31,Global Macro,-0.63,Alto
2011-08-31,Long/Short Equity,-4.21,Medio
2011-08-31,Merger Arbitrage,-1.19,Medio
2011-08-31,Relative Value,-2,Bajo
2011-08-31,Short Selling,6.69,Alto
2011-08-31,Funds Of Funds,-2.52,Medio
2011-09-30,Convertible Arbitrage,-1.9,Medio
2011-09-30,CTA Global,-0.57,Alto
2011-09-30,Distressed Securities,-3.7,Alto
2011-09-30,Emerging Markets,-6.95,Alto
2011-09-30,Equity Market Neutral,-1.59,Bajo
2011-09-30,Event Driven,-3.41,Medio
2011-09-30,Fixed Income Arbitrage,-0.48,Bajo
2011-09-30,Global Macro,-1.42,Alto
2011-09-30,Long/Short Equity,-4.61,Medio
2011-09-30,Merger Arbitrage,-1.02,Medio
2011-09-30,Relative Value,-1.97,Bajo
2011-09-30,Short Selling,7.77,Alto
2011-09-30,Funds Of Funds,-2.62,Medio
2011-10-31,Convertible Arbitrage,1.29,Medio
2011-10-31,CTA Global,-3.17,Alto
2011-10-31,Distressed Securities,2.37,Alto
2011-10-31,Emerging Markets,3.65,Alto
2011-10-31,Equity Market Neutral,1.61,Bajo
2011-10-31,Event Driven,2.98,Medio
2011-10-31,Fixed Income Arbitrage,0.63,Bajo
2011-10-31,Global Macro,0.53,Alto
2011-10-31,Long/Short Equity,3.9,Medio
2011-10-31,Merger Arbitrage,1.72,Medio
2011-10-31,Relative Value,1.47,Bajo
2011-10-31,Short Selling,-7.21,Alto
2011-10-31,Funds Of Funds,0.94,Medio
2011-11-30,Convertible Arbitrage,-0.94,Medio
2011-11-30,CTA Global,0.14,Alto
2011-11-30,Distressed Securities,-1.08,Alto
2011-11-30,Emerging Markets,-2.72,Alto
2011-11-30,Equity Market Neutral,0.02,Bajo
2011-11-30,Event Driven,-0.58,Medio
2011-11-30,Fixed Income Arbitrage,-0.34,Bajo
2011-11-30,Global Macro,-0.66,Alto
2011-11-30,Long/Short Equity,-1.31,Medio
2011-11-30,Merger Arbitrage,0.17,Medio
2011-11-30,Relative Value,-0.24,Bajo
2011-11-30,Short Selling,1.31,Alto
2011-11-30,Funds Of Funds,-0.93,Medio
2011-12-31,Convertible Arbitrage,0.29,Medio
2011-12-31,CTA Global,0.34,Alto
2011-12-31,Distressed Securities,0.5,Alto
2011-12-31,Emerging Markets,-1.81,Alto
2011-12-31,Equity Market Neutral,0.06,Bajo
2011-12-31,Event Driven,-0.34,Medio
2011-12-31,Fixed Income Arbitrage,0.45,Bajo
2011-12-31,Global Macro,-0.22,Alto
2011-12-31,Long/Short Equity,-0.56,Medio
2011-12-31,Merger Arbitrage,0.56,Medio
2011-12-31,Relative Value,0.12,Bajo
2011-12-31,Short Selling,0.41,Alto
2011-12-31,Funds Of Funds,-0.54,Medio
2012-01-31,Convertible Arbitrage,2.36,Medio
2012-01-31,CTA Global,0.46,Alto
2012-01-31,Distressed Securities,3.24,Alto
2012-01-31,Emerging Markets,3.95,Alto
2012-01-31,Equity Market Neutral,0.95,Bajo
